"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2","region"
"20",4228,"X",3173,17508,"NChap1_final_00003173","hap1","X",101174884,101176778,"NChap1_final_00003173","R_salicifolius_00019660","","OldX"
"21",4229,"X",3174,17474,"NChap1_final_00003174","hap1","X",101282520,101284269,"NChap1_final_00003174","R_salicifolius_00019657","","OldX"
"22",4231,"X",3176,17497,"NChap1_final_00003176","hap1","X",101323962,101326761,"NChap1_final_00003176","R_salicifolius_00019655","","OldX"
"23",4235,"X",3180,17485,"NChap1_final_00003180","hap1","X",101618369,101620219,"NChap1_final_00003180","R_salicifolius_00019653","","OldX"
"24",4257,"X",3206,17521,"NChap1_final_00003206","hap1","X",102560595,102578213,"NChap1_final_00003206","R_salicifolius_00019106","","OldX"
"25",4259,"X",3208,17490,"NChap1_final_00003208","hap1","X",102677978,102682525,"NChap1_final_00003208","R_salicifolius_00019104","","OldX"
"26",4261,"X",3210,17505,"NChap1_final_00003210","hap1","X",102804452,102808332,"NChap1_final_00003210","R_salicifolius_00019102","","OldX"
"27",4284,"X",3233,17498,"NChap1_final_00003233","hap1","X",103253366,103255064,"NChap1_final_00003233","R_salicifolius_00019090","","OldX"
"28",4287,"X",3236,17528,"NChap1_final_00003236","hap1","X",103399438,103401307,"NChap1_final_00003236","R_salicifolius_00019085","","OldX"
"29",4296,"X",3244,17531,"NChap1_final_00003244","hap1","X",103467639,103468610,"NChap1_final_00003244","R_salicifolius_00019088","","OldX"
"30",4298,"X",3245,17509,"NChap1_final_00003245","hap1","X",103481111,103481911,"NChap1_final_00003245","R_salicifolius_00019089","","OldX"
"31",4300,"X",3247,17524,"NChap1_final_00003247","hap1","X",103694783,103697829,"NChap1_final_00003247","R_salicifolius_00019082","","OldX"
"32",4319,"X",3267,17526,"NChap1_final_00003267","hap1","X",104099534,104106089,"NChap1_final_00003267","R_salicifolius_00019077","","OldX"
"33",4382,"X",3317,17574,"NChap1_final_00003317","hap1","X",104963556,104967314,"NChap1_final_00003317","R_salicifolius_00019062","","OldX"
"34",4484,"X",3393,17561,"NChap1_final_00003393","hap1","X",106499110,106499561,"NChap1_final_00003393","R_salicifolius_00019909","","OldX"
"35",4485,"X",3394,17562,"NChap1_final_00003394","hap1","X",106526557,106529666,"NChap1_final_00003394","R_salicifolius_00019908","","OldX"
"36",4492,"X",3397,17570,"NChap1_final_00003397","hap1","X",106652191,106653353,"NChap1_final_00003397","R_salicifolius_00019903","","OldX"
"37",4496,"X",3400,17634,"NChap1_final_00003400","hap1","X",106707867,106709960,"NChap1_final_00003400","R_salicifolius_00019900","","OldX"
"38",4502,"X",3404,17595,"NChap1_final_00003404","hap1","X",106871418,106876442,"NChap1_final_00003404","R_salicifolius_00019896","","OldX"
"39",4509,"X",3411,17620,"NChap1_final_00003411","hap1","X",106994595,106999066,"NChap1_final_00003411","R_salicifolius_00019894","","OldX"
"40",4510,"X",3412,17621,"NChap1_final_00003412","hap1","X",107016501,107018625,"NChap1_final_00003412","R_salicifolius_00019893","","OldX"
"41",4512,"X",3414,17622,"NChap1_final_00003414","hap1","X",107077412,107079347,"NChap1_final_00003414","R_salicifolius_00019892","","OldX"
"42",4514,"X",3415,17636,"NChap1_final_00003415","hap1","X",107132323,107135243,"NChap1_final_00003415","R_salicifolius_00019890","","OldX"
"43",4518,"X",3418,17635,"NChap1_final_00003418","hap1","X",107161754,107167520,"NChap1_final_00003418","R_salicifolius_00019888","","OldX"
"44",4521,"X",3420,17612,"NChap1_final_00003420","hap1","X",107181381,107183202,"NChap1_final_00003420","R_salicifolius_00019884","","OldX"
"45",4542,"X",3435,17609,"NChap1_final_00003435","hap1","X",107805492,107806382,"NChap1_final_00003435","R_salicifolius_00019869","","OldX"
"46",4557,"X",3449,17591,"NChap1_final_00003449","hap1","X",108192690,108194385,"NChap1_final_00003449","R_salicifolius_00019865","","OldX"
"47",4561,"X",3455,17630,"NChap1_final_00003455","hap1","X",108388925,108392740,"NChap1_final_00003455","R_salicifolius_00019864","","OldX"
"48",4573,"X",3471,17628,"NChap1_final_00003471","hap1","X",108920075,108924100,"NChap1_final_00003471","R_salicifolius_00019859","","OldX"
"49",4599,"X",3496,17644,"NChap1_final_00003496","hap1","X",109682154,109685604,"NChap1_final_00003496","R_salicifolius_00019847","","OldX"
"50",4600,"X",3497,17646,"NChap1_final_00003497","hap1","X",109748247,109754568,"NChap1_final_00003497","R_salicifolius_00019846","","OldX"
"51",4602,"X",3499,17641,"NChap1_final_00003499","hap1","X",109978282,109987738,"NChap1_final_00003499","R_salicifolius_00019845","","OldX"
"52",4603,"X",3500,17639,"NChap1_final_00003500","hap1","X",110020419,110022707,"NChap1_final_00003500","R_salicifolius_00019844","","OldX"
"53",4609,"X",3508,17725,"NChap1_final_00003508","hap1","X",110323320,110326571,"NChap1_final_00003508","R_salicifolius_00019831","","OldX"
"54",4612,"X",3510,17726,"NChap1_final_00003510","hap1","X",110363676,110367802,"NChap1_final_00003510","R_salicifolius_00019834","","OldX"
"55",4631,"X",3527,17679,"NChap1_final_00003527","hap1","X",110641107,110642195,"NChap1_final_00003527","R_salicifolius_00019840","","OldX"
"56",4648,"X",3543,17696,"NChap1_final_00003543","hap1","X",111033226,111033988,"NChap1_final_00003543","R_salicifolius_00019953","","OldX"
"57",4663,"X",3552,17756,"NChap1_final_00003552","hap1","X",111235184,111242865,"NChap1_final_00003552","R_salicifolius_00019964","","OldX"
"58",4676,"X",3565,17648,"NChap1_final_00003565","hap1","X",111479620,111481271,"NChap1_final_00003565","R_salicifolius_00019967","","OldX"
"59",4682,"X",3570,17649,"NChap1_final_00003570","hap1","X",111596897,111597611,"NChap1_final_00003570","R_salicifolius_00019969","","OldX"
"60",4686,"X",3573,17647,"NChap1_final_00003573","hap1","X",111748326,111751538,"NChap1_final_00003573","R_salicifolius_00019971","","OldX"
"61",4727,"X",3607,17700,"NChap1_final_00003607","hap1","X",112767620,112769069,"NChap1_final_00003607","R_salicifolius_00019992","","OldX"
"62",4745,"X",3623,17688,"NChap1_final_00003623","hap1","X",112996987,112998445,"NChap1_final_00003623","R_salicifolius_00020000","","OldX"
"63",4763,"X",3641,17723,"NChap1_final_00003641","hap1","X",113352214,113355485,"NChap1_final_00003641","R_salicifolius_00019616","","OldX"
"64",4774,"X",3648,17682,"NChap1_final_00003648","hap1","X",113631767,113634959,"NChap1_final_00003648","R_salicifolius_00019621","","OldX"
"65",4785,"X",3655,17709,"NChap1_final_00003655","hap1","X",113779916,113780714,"NChap1_final_00003655","R_salicifolius_00019630","","OldX"
"66",4786,"X",3656,17732,"NChap1_final_00003656","hap1","X",113862272,113863983,"NChap1_final_00003656","R_salicifolius_00019631","","OldX"
"67",4789,"X",3658,17728,"NChap1_final_00003658","hap1","X",113932022,113934939,"NChap1_final_00003658","R_salicifolius_00019633","","OldX"
"68",4791,"X",3660,17730,"NChap1_final_00003660","hap1","X",113975581,113977354,"NChap1_final_00003660","R_salicifolius_00019634","","OldX"
"69",4792,"X",3661,17719,"NChap1_final_00003661","hap1","X",113990833,113991972,"NChap1_final_00003661","R_salicifolius_00019635","","OldX"
"70",4793,"X",3662,17716,"NChap1_final_00003662","hap1","X",113994751,113996346,"NChap1_final_00003662","R_salicifolius_00019637","","OldX"
"71",4848,"X",3717,17744,"NChap1_final_00003717","hap1","X",117712071,117715546,"NChap1_final_00003717","R_salicifolius_00019694","","OldX"
"72",4849,"X",3718,17745,"NChap1_final_00003718","hap1","X",117715331,117717631,"NChap1_final_00003718","R_salicifolius_00019695","","OldX"
"73",4855,"X",3723,17778,"NChap1_final_00003723","hap1","X",117864431,117867069,"NChap1_final_00003723","R_salicifolius_00019697","","OldX"
"74",4856,"X",3724,17773,"NChap1_final_00003724","hap1","X",118145489,118149345,"NChap1_final_00003724","R_salicifolius_00019698","","OldX"
"75",4862,"X",3731,17768,"NChap1_final_00003731","hap1","X",118332727,118334300,"NChap1_final_00003731","R_salicifolius_00019699","","OldX"
"76",4876,"X",3745,17799,"NChap1_final_00003745","hap1","X",118985552,118987676,"NChap1_final_00003745","R_salicifolius_00019703","","OldX"
"77",4878,"X",3746,17770,"NChap1_final_00003746","hap1","X",118989712,118993856,"NChap1_final_00003746","R_salicifolius_00019705","","OldX"
"78",4884,"X",3752,17749,"NChap1_final_00003752","hap1","X",119378705,119381937,"NChap1_final_00003752","R_salicifolius_00019707","","OldX"
"79",4886,"X",3754,17741,"NChap1_final_00003754","hap1","X",119546500,119548858,"NChap1_final_00003754","R_salicifolius_00019712","","OldX"
"80",4894,"X",3760,17779,"NChap1_final_00003760","hap1","X",120207431,120210118,"NChap1_final_00003760","R_salicifolius_00019711","","OldX"
"81",4903,"X",3770,17804,"NChap1_final_00003770","hap1","X",120890256,120893212,"NChap1_final_00003770","R_salicifolius_00019714","","OldX"
"82",4920,"X",3782,17795,"NChap1_final_00003782","hap1","X",121660242,121664879,"NChap1_final_00003782","R_salicifolius_00019724","","OldX"
"83",4938,"X",3799,17801,"NChap1_final_00003799","hap1","X",122832004,122834012,"NChap1_final_00003799","R_salicifolius_00019733","","OldX"
"84",4944,"X",3804,17817,"NChap1_final_00003804","hap1","X",123045238,123046555,"NChap1_final_00003804","R_salicifolius_00019737","","OldX"
"85",4956,"X",3813,17829,"NChap1_final_00003813","hap1","X",123504766,123507550,"NChap1_final_00003813","R_salicifolius_00019748","","OldX"
"86",4957,"X",3814,17830,"NChap1_final_00003814","hap1","X",123517746,123521573,"NChap1_final_00003814","R_salicifolius_00019749","","OldX"
"87",4958,"X",3816,17796,"NChap1_final_00003816","hap1","X",123681624,123683167,"NChap1_final_00003816","R_salicifolius_00019750","","OldX"
"88",4977,"X",3822,17834,"NChap1_final_00003822","hap1","X",124269164,124276039,"NChap1_final_00003822","R_salicifolius_00019769","","OldX"
"89",4982,"X",3827,17836,"NChap1_final_00003827","hap1","X",124435303,124437984,"NChap1_final_00003827","R_salicifolius_00019771","","OldX"
"90",5011,"X",3848,17831,"NChap1_final_00003848","hap1","X",124987643,124990641,"NChap1_final_00003848","R_salicifolius_00019776","","OldX"
"91",5020,"X",3852,17814,"NChap1_final_00003852","hap1","X",125215613,125217928,"NChap1_final_00003852","R_salicifolius_00019778","","OldX"
"92",5035,"X",3859,17815,"NChap1_final_00003859","hap1","X",125588642,125590098,"NChap1_final_00003859","R_salicifolius_00019781","","OldX"
"93",5106,"X",3903,17835,"NChap1_final_00003903","hap1","X",127359461,127369376,"NChap1_final_00003903","R_salicifolius_00018459","","OldX"
"94",5113,"X",3910,17839,"NChap1_final_00003910","hap1","X",127518886,127558517,"NChap1_final_00003910","R_salicifolius_00018460","","OldX"
"95",5165,"X",3962,17846,"NChap1_final_00003962","hap1","X",129836715,129839590,"NChap1_final_00003962","R_salicifolius_00018479","","OldX"
"96",5182,"X",3975,17840,"NChap1_final_00003975","hap1","X",130190540,130191900,"NChap1_final_00003975","R_salicifolius_00018495","","OldX"
"97",5263,"X",4042,17855,"NChap1_final_00004042","hap1","X",132185557,132187989,"NChap1_final_00004042","R_salicifolius_00018533","","OldX"
"98",5401,"X",4121,17852,"NChap1_final_00004121","hap1","X",134377421,134384537,"NChap1_final_00004121","R_salicifolius_00018059","","OldX"
"99",5409,"X",4129,17873,"NChap1_final_00004129","hap1","X",134795422,134797320,"NChap1_final_00004129","R_salicifolius_00018064","","OldX"
"100",5522,"X",4191,17860,"NChap1_final_00004191","hap1","X",137340401,137343031,"NChap1_final_00004191","R_salicifolius_00018087","","OldX"
"101",5529,"X",4195,17862,"NChap1_final_00004195","hap1","X",137635903,137637704,"NChap1_final_00004195","R_salicifolius_00018091","","OldX"
"102",5713,"X",4310,17871,"NChap1_final_00004310","hap1","X",144839906,144842169,"NChap1_final_00004310","R_salicifolius_00019347","","OldX"
"103",5716,"X",4313,17875,"NChap1_final_00004313","hap1","X",145105742,145109171,"NChap1_final_00004313","R_salicifolius_00019346","","OldX"
"104",5738,"X",4326,17879,"NChap1_final_00004326","hap1","X",146235632,146247627,"NChap1_final_00004326","R_salicifolius_00019330","","OldX"
"105",5748,"X",4337,17901,"NChap1_final_00004337","hap1","X",146734742,146740785,"NChap1_final_00004337","R_salicifolius_00018952","","OldX"
"106",5750,"X",4339,17884,"NChap1_final_00004339","hap1","X",146847425,146850197,"NChap1_final_00004339","R_salicifolius_00018951","","OldX"
"107",5809,"X",4388,17889,"NChap1_final_00004388","hap1","X",148073281,148075175,"NChap1_final_00004388","R_salicifolius_00018858","","OldX"
"108",5810,"X",4389,17883,"NChap1_final_00004389","hap1","X",148075965,148078935,"NChap1_final_00004389","R_salicifolius_00018859","","OldX"
"109",5982,"X",4461,17906,"NChap1_final_00004461","hap1","X",149799437,149802250,"NChap1_final_00004461","R_salicifolius_00018774","","OldX"
"110",5992,"X",4467,17907,"NChap1_final_00004467","hap1","X",149843195,149844302,"NChap1_final_00004467","R_salicifolius_00018822","","OldX"
"111",6159,"X",4549,17909,"NChap1_final_00004549","hap1","X",152620357,152626541,"NChap1_final_00004549","R_salicifolius_00021299","","OldX"
"112",6410,"X",4721,17949,"NChap1_final_00004721","hap1","X",159782435,159783619,"NChap1_final_00004721","R_salicifolius_00019938","","OldX"
"113",6422,"X",4728,17943,"NChap1_final_00004728","hap1","X",159868811,159873774,"NChap1_final_00004728","R_salicifolius_00019931","","OldX"
"114",6424,"X",4729,17941,"NChap1_final_00004729","hap1","X",159900215,159903720,"NChap1_final_00004729","R_salicifolius_00019929","","OldX"
"115",6437,"X",4740,17928,"NChap1_final_00004740","hap1","X",160246104,160248513,"NChap1_final_00004740","R_salicifolius_00019916","","OldX"
"116",6438,"X",4741,17929,"NChap1_final_00004741","hap1","X",160249986,160253986,"NChap1_final_00004741","R_salicifolius_00019917","","OldX"
"117",6442,"X",4745,17940,"NChap1_final_00004745","hap1","X",160378856,160381115,"NChap1_final_00004745","R_salicifolius_00019919","","OldX"
"118",6443,"X",4746,17938,"NChap1_final_00004746","hap1","X",160385141,160387504,"NChap1_final_00004746","R_salicifolius_00019920","","OldX"
"119",6444,"X",4747,17945,"NChap1_final_00004747","hap1","X",160387798,160390129,"NChap1_final_00004747","R_salicifolius_00019921","","OldX"
"120",6452,"X",4757,17930,"NChap1_final_00004757","hap1","X",160540921,160543790,"NChap1_final_00004757","R_salicifolius_00019922","","OldX"
"121",6471,"X",4776,17969,"NChap1_final_00004776","hap1","X",161230945,161243201,"NChap1_final_00004776","R_salicifolius_00019290","","OldX"
"122",6472,"X",4777,17970,"NChap1_final_00004777","hap1","X",161244627,161249348,"NChap1_final_00004777","R_salicifolius_00019289","","OldX"
"123",6487,"X",4794,17937,"NChap1_final_00004794","hap1","X",162541377,162542433,"NChap1_final_00004794","R_salicifolius_00019284","","OldX"
"124",6513,"X",4801,17936,"NChap1_final_00004801","hap1","X",163493439,163495728,"NChap1_final_00004801","R_salicifolius_00019261","","OldX"
"125",6547,"X",4827,17957,"NChap1_final_00004827","hap1","X",165288506,165290023,"NChap1_final_00004827","R_salicifolius_00019241","","OldX"
"126",6582,"X",4862,17960,"NChap1_final_00004862","hap1","X",167483456,167486155,"NChap1_final_00004862","R_salicifolius_00019595","","OldX"
"127",6653,"X",4921,17984,"NChap1_final_00004921","hap1","X",172171874,172175104,"NChap1_final_00004921","R_salicifolius_00019554","","OldX"
"128",6661,"X",4931,17980,"NChap1_final_00004931","hap1","X",172958004,172960724,"NChap1_final_00004931","R_salicifolius_00019558","","OldX"
"129",6673,"X",4936,17991,"NChap1_final_00004936","hap1","X",173128742,173132195,"NChap1_final_00004936","R_salicifolius_00019567","","OldX"
"130",6694,"X",4955,17994,"NChap1_final_00004955","hap1","X",173694186,173696748,"NChap1_final_00004955","R_salicifolius_00019527","","OldX"
"131",6708,"X",4961,17986,"NChap1_final_00004961","hap1","X",174214251,174219996,"NChap1_final_00004961","R_salicifolius_00019523","","OldX"
"132",6747,"X",4985,17987,"NChap1_final_00004985","hap1","X",175428369,175433624,"NChap1_final_00004985","R_salicifolius_00019506","","OldX"
"133",6754,"X",4991,18000,"NChap1_final_00004991","hap1","X",175689505,175692538,"NChap1_final_00004991","R_salicifolius_00019504","","OldX"
"134",6761,"X",4998,18009,"NChap1_final_00004998","hap1","X",176023596,176034556,"NChap1_final_00004998","R_salicifolius_00019503","","OldX"
"135",6766,"X",5003,17992,"NChap1_final_00005003","hap1","X",176197904,176201075,"NChap1_final_00005003","R_salicifolius_00019499","","OldX"
"136",6782,"X",5020,17996,"NChap1_final_00005020","hap1","X",177075372,177081479,"NChap1_final_00005020","R_salicifolius_00019488","","OldX"
"137",6797,"X",5036,18006,"NChap1_final_00005036","hap1","X",178501133,178506490,"NChap1_final_00005036","R_salicifolius_00019482","","OldX"
"138",6800,"X",5038,18007,"NChap1_final_00005038","hap1","X",178569668,178574766,"NChap1_final_00005038","R_salicifolius_00019478","","OldX"
"139",6806,"X",5045,18003,"NChap1_final_00005045","hap1","X",179762069,179781863,"NChap1_final_00005045","R_salicifolius_00019475","","OldX"
"140",6817,"X",5052,18005,"NChap1_final_00005052","hap1","X",181142117,181144276,"NChap1_final_00005052","R_salicifolius_00019473","","OldX"
"141",6834,"X",5061,18019,"NChap1_final_00005061","hap1","X",181598532,181601317,"NChap1_final_00005061","R_salicifolius_00019449","","OldX"
"142",6978,"X",5156,18034,"NChap1_final_00005156","hap1","X",186660288,186663829,"NChap1_final_00005156","R_salicifolius_00017827","","OldX"
"143",6985,"X",5161,18030,"NChap1_final_00005161","hap1","X",187346862,187392384,"NChap1_final_00005161","R_salicifolius_00017861","","OldX"
"144",7135,"X",5249,18047,"NChap1_final_00005249","hap1","X",193882278,193886158,"NChap1_final_00005249","R_salicifolius_00021742","","OldX"
"145",7230,"X",5281,18049,"NChap1_final_00005281","hap1","X",196794756,196796726,"NChap1_final_00005281","R_salicifolius_00021716","","OldX"
"146",8219,"X",5985,18099,"NChap1_final_00005985","hap1","X",233850301,233858576,"NChap1_final_00005985","R_salicifolius_00019355","","OldX"
"147",8231,"X",5998,18091,"NChap1_final_00005998","hap1","X",234163149,234167755,"NChap1_final_00005998","R_salicifolius_00019359","","OldX"
"148",8241,"X",6006,18092,"NChap1_final_00006006","hap1","X",234468342,234470974,"NChap1_final_00006006","R_salicifolius_00019367","","OldX"
"149",8245,"X",6010,18090,"NChap1_final_00006010","hap1","X",235532202,235533467,"NChap1_final_00006010","R_salicifolius_00019174","","OldX"
"150",8249,"X",6013,18105,"NChap1_final_00006013","hap1","X",235711285,235714803,"NChap1_final_00006013","R_salicifolius_00019177","","OldX"
"151",8259,"X",6021,18100,"NChap1_final_00006021","hap1","X",235863335,235866463,"NChap1_final_00006021","R_salicifolius_00019183","","OldX"
"152",8265,"X",6024,18098,"NChap1_final_00006024","hap1","X",235921540,235926610,"NChap1_final_00006024","R_salicifolius_00019187","","OldX"
"153",8268,"X",6027,18103,"NChap1_final_00006027","hap1","X",236171747,236174506,"NChap1_final_00006027","R_salicifolius_00019189","","OldX"
"154",8271,"X",6030,18093,"NChap1_final_00006030","hap1","X",236366733,236367569,"NChap1_final_00006030","R_salicifolius_00019190","","OldX"
"155",8273,"X",6032,18120,"NChap1_final_00006032","hap1","X",236406689,236408944,"NChap1_final_00006032","R_salicifolius_00019191","","OldX"
"156",8293,"X",6050,18102,"NChap1_final_00006050","hap1","X",236653616,236655944,"NChap1_final_00006050","R_salicifolius_00019202","","OldX"
"157",8301,"X",6054,18095,"NChap1_final_00006054","hap1","X",236716218,236716818,"NChap1_final_00006054","R_salicifolius_00019210","","OldX"
"158",8380,"X",6080,18115,"NChap1_final_00006080","hap1","X",237859197,237864211,"NChap1_final_00006080","R_salicifolius_00019295","","OldX"
"159",8396,"X",6096,18111,"NChap1_final_00006096","hap1","X",239070633,239072163,"NChap1_final_00006096","R_salicifolius_00019304","","OldX"
"160",8397,"X",6097,18108,"NChap1_final_00006097","hap1","X",239094288,239100685,"NChap1_final_00006097","R_salicifolius_00019305","","OldX"
"161",8445,"X",6143,18129,"NChap1_final_00006143","hap1","X",241170941,241173069,"NChap1_final_00006143","R_salicifolius_00019362","","OldX"
"162",8452,"X",6151,18128,"NChap1_final_00006151","hap1","X",241935648,241939958,"NChap1_final_00006151","R_salicifolius_00019383","","OldX"
"163",8553,"X",6259,18145,"NChap1_final_00006259","hap1","X",251063514,251064861,"NChap1_final_00006259","R_salicifolius_00019374","","OldX"
"164",8554,"X",6260,18146,"NChap1_final_00006260","hap1","X",251064875,251066035,"NChap1_final_00006260","R_salicifolius_00019373","","OldX"
"165",8560,"X",6265,18147,"NChap1_final_00006265","hap1","X",251242690,251246160,"NChap1_final_00006265","R_salicifolius_00019370","","OldX"
"166",11562,"X",8483,18206,"NChap1_final_00008483","hap1","X",403504110,403505987,"NChap1_final_00008483|NChap1_final_00008650","R_salicifolius_00006222","","PAR2"
"167",14818,"X",10971,16918,"NChap1_final_00010971","hap1","X",473699669,473701096,"NChap1_final_00010971","R_salicifolius_00008103","","PAR2"
"168",27057,"A1",20190,17308,"NChap1_final_00020190","hap1","A1",423669147,423674993,"NChap1_final_00020190","R_salicifolius_00015207","","A1"
"169",29902,"A2",22385,17416,"NChap1_final_00022385","hap1","A2",10874294,10875546,"NChap1_final_00022385","R_salicifolius_00010506","","A2"
"170",30264,"A2",22672,17429,"NChap1_final_00022672","hap1","A2",16007463,16009791,"NChap1_final_00022672","R_salicifolius_00010240","","A2"
"171",30462,"A2",22826,17434,"NChap1_final_00022826","hap1","A2",19861240,19866338,"NChap1_final_00022826","R_salicifolius_00008749","","A2"
"172",31266,"A2",23467,17468,"NChap1_final_00023467","hap1","A2",34281784,34283193,"NChap1_final_00023467","R_salicifolius_00010197","","A2"
"173",31632,"A2",23747,17479,"NChap1_final_00023747","hap1","A2",43617249,43624637,"NChap1_final_00023747","R_salicifolius_00010025","","A2"
"174",32683,"A2",24537,17510,"NChap1_final_00024537","hap1","A2",91558905,91561169,"NChap1_final_00024537","R_salicifolius_00012700","","A2"
"175",37295,"A2",27952,17668,"NChap1_final_00027952","hap1","A2",261848527,261851377,"NChap1_final_00027952","R_salicifolius_00010816","","A2"
"176",39558,"A2",29557,17736,"NChap1_final_00029557","hap1","A2",299585498,299586877,"NChap1_final_00029557","R_salicifolius_00003469","","A2"
"177",39671,"A2",29638,17743,"NChap1_final_00029638","hap1","A2",302164368,302169449,"NChap1_final_00029638","R_salicifolius_00002648","","A2"
"178",40039,"A2",29911,17767,"NChap1_final_00029911","hap1","A2",307910449,307912650,"NChap1_final_00029911","R_salicifolius_00011712","","A2"
"179",40451,"A2",30191,17785,"NChap1_final_00030191","hap1","A2",312843007,312851967,"NChap1_final_00030191","R_salicifolius_00011437","","A2"
"180",41440,"A4",30945,16963,"NChap1_final_00030945","hap1","A4",2751510,2753618,"NChap1_final_00030945","R_salicifolius_00014488","","A4"
"181",42008,"A4",31412,16995,"NChap1_final_00031412","hap1","A4",8527148,8531633,"NChap1_final_00031412","R_salicifolius_00014895","","A4"
"182",42181,"A4",31552,17002,"NChap1_final_00031552","hap1","A4",10296251,10299398,"NChap1_final_00031552","R_salicifolius_00015015","","A4"
"183",42766,"A4",32011,17016,"NChap1_final_00032011","hap1","A4",17680654,17683358,"NChap1_final_00032011","R_salicifolius_00014782","","A4"
"184",45512,"A4",34047,17079,"NChap1_final_00034047","hap1","A4",86502888,86525022,"NChap1_final_00034047","R_salicifolius_00002890","","A4"
"185",47202,"scaffold_5",35350,17824,"NChap1_final_00035337","hap1","scaffold_5",225797,226925,"NChap1_final_00035337","R_salicifolius_00023405","",NA
"186",47216,"scaffold_5",35360,17825,"NChap1_final_00035347","hap1","scaffold_5",361979,364655,"NChap1_final_00035347|NChap1_final_00000963","R_salicifolius_00023397","",NA
"187",47280,"scaffold_12",35422,17822,"NChap1_final_00035488","hap1","scaffold_12",394364,395111,"NChap1_final_00035488","R_salicifolius_00023915","",NA
