NChap1_final_00003718	A2	100.000	58	0	0	1465	1522	1536	10126779	10126722	327917628	6.82e-21	108	58
NChap1_final_00003724	A2	93.458	107	7	0	177	283	2772	79670465	79670359	327917628	3.38e-36	159	86
NChap1_final_00003747	Y1	95.000	40	2	0	496	535	1386	281170589	281170628	343398141	1.35e-07	63.9	34
NChap1_final_00003760	A2	86.813	91	10	2	426	515	1355	5309753	5309664	327917628	1.00e-18	100	54
NChap1_final_00003771	Y1	86.250	80	7	3	2046	2123	2124	332368051	332367974	343398141	1.60e-13	84.2	45
NChap1_final_00003776	Y2	81.186	489	88	4	1342	1828	1830	24968575	24968089	347874410	7.23e-106	390	211
NChap1_final_00003783	Y1	91.231	707	55	3	7	712	2070	66863226	66862526	343398141	0.0	955	517
NChap1_final_00003784	Y1	91.534	189	10	1	7	195	906	66576666	66576484	343398141	1.34e-65	255	138
NChap1_final_00003786	Y1	93.519	324	21	0	1	324	600	66438977	66438654	343398141	3.68e-134	483	261
NChap1_final_00003786	A2	86.207	174	21	2	143	316	600	15238665	15238495	327917628	1.16e-44	185	100
NChap1_final_00003786	Y2	97.368	38	1	0	45	82	600	4929549	4929512	347874410	1.58e-08	65.8	35
NChap1_final_00003808	Y1	88.636	88	3	4	146	233	770	248057067	248056987	343398141	5.62e-19	100	54
NChap1_final_00003814	Y2	92.222	90	4	3	2832	2920	2922	272000525	272000438	347874410	1.30e-25	124	67
NChap1_final_00003814	A2	94.937	79	3	1	2842	2920	2922	2230570	2230493	327917628	4.68e-25	122	66
NChap1_final_00003814	A1	94.872	78	3	1	2843	2920	2922	243377568	243377492	467141259	1.68e-24	121	65
NChap1_final_00003814	A4	92.683	82	5	1	2839	2920	2922	128985618	128985538	174131248	2.18e-23	117	63
NChap1_final_00003814	Y1	93.590	78	4	1	2843	2920	2922	334260327	334260403	343398141	7.83e-23	115	62
NChap1_final_00003843	Y2	93.249	237	7	1	133	369	1938	276516454	276516681	347874410	7.83e-91	340	184
NChap1_final_00003843	A2	89.130	92	10	0	373	464	1938	18619577	18619668	327917628	5.17e-23	115	62
NChap1_final_00003852	A2	95.833	48	2	0	468	515	1304	296593181	296593228	327917628	4.53e-12	78.7	42
NChap1_final_00003857	A1	97.024	168	5	0	2666	2833	2833	250223139	250223306	467141259	1.97e-73	283	153
NChap1_final_00003857	Y2	97.024	168	5	0	2666	2833	2833	25050011	25049844	347874410	1.97e-73	283	153
NChap1_final_00003857	A2	95.930	172	7	0	2662	2833	2833	317308266	317308437	327917628	2.54e-72	279	151
NChap1_final_00003857	Y1	95.833	168	7	0	2666	2833	2833	327462996	327462829	343398141	4.25e-70	272	147
NChap1_final_00003857	A4	95.808	167	7	0	2667	2833	2833	128657118	128657284	174131248	1.53e-69	270	146
NChap1_final_00003857	scaffold_5	94.012	167	10	0	2666	2832	2833	1227071	1226905	2641153	1.54e-64	254	137
NChap1_final_00003910	A2	90.210	143	12	2	1196	1337	1455	17210732	17210591	327917628	2.90e-44	185	100
NChap1_final_00003928	Y2	98.928	373	2	1	13819	14189	14189	166346495	166346867	347874410	0.0	665	360
NChap1_final_00003940	Y2	99.417	515	2	1	206	719	719	319393289	319392775	347874410	0.0	933	505
NChap1_final_00004092	Y1	98.347	242	4	0	977	1218	1218	64813376	64813617	343398141	1.31e-116	425	230
NChap1_final_00004092	Y2	98.352	182	3	0	798	979	1218	219094867	219094686	347874410	6.35e-85	320	173
NChap1_final_00004103	A2	88.799	1607	178	2	42	1647	1647	80762369	80760764	327917628	0.0	1969	1066
NChap1_final_00004103	Y1	98.970	874	9	0	774	1647	1647	64385359	64386232	343398141	0.0	1565	847
NChap1_final_00004103	A1	82.025	879	146	10	774	1646	1647	112850517	112849645	467141259	0.0	737	399
NChap1_final_00004121	A1	98.954	956	10	0	1	956	2079	449275441	449276396	467141259	0.0	1711	926
NChap1_final_00004121	Y1	98.745	956	12	0	1	956	2079	27925635	27926590	343398141	0.0	1700	920
NChap1_final_00004121	Y2	98.640	956	13	0	1	956	2079	113483955	113484910	347874410	0.0	1694	917
NChap1_final_00004121	A2	98.536	956	14	0	1	956	2079	6294467	6293512	327917628	0.0	1688	914
NChap1_final_00004121	A4	98.536	956	14	0	1	956	2079	167911165	167910210	174131248	0.0	1688	914
NChap1_final_00004129	A2	98.403	313	5	0	1	313	866	326855090	326855402	327917628	1.46e-154	551	298
NChap1_final_00004129	A1	98.403	313	5	0	1	313	866	68336782	68337094	467141259	1.46e-154	551	298
NChap1_final_00004129	Y1	97.179	319	8	1	1	319	866	193640831	193640514	343398141	1.13e-150	538	291
NChap1_final_00004195	Y2	98.978	587	5	1	1	587	1273	221146686	221146101	347874410	0.0	1050	568
NChap1_final_00004195	A2	98.696	230	3	0	801	1030	1273	113312909	113312680	327917628	1.38e-111	409	221
NChap1_final_00004195	Y1	99.123	114	1	0	687	800	1273	336286693	336286580	343398141	1.94e-50	206	111
NChap1_final_00004195	A1	99.123	114	1	0	687	800	1273	332717604	332717491	467141259	1.94e-50	206	111
NChap1_final_00004195	A4	99.123	114	1	0	687	800	1273	29102805	29102918	174131248	1.94e-50	206	111
NChap1_final_00004201	Y2	99.351	462	3	0	1	462	462	221481320	221481781	347874410	0.0	837	453
NChap1_final_00004201	A4	95.356	323	15	0	140	462	462	12166330	12166652	174131248	9.89e-144	514	278
NChap1_final_00004277	Y2	99.172	483	4	0	1	483	483	92252413	92252895	347874410	0.0	870	471
NChap1_final_00004302	Y1	98.678	227	2	1	947	1173	1173	187507286	187507511	343398141	2.12e-109	401	217
NChap1_final_00004321	Y2	97.758	223	5	0	1367	1589	1589	210555615	210555837	347874410	2.91e-104	385	208
NChap1_final_00004321	A2	92.667	150	10	1	916	1065	1589	76915784	76915636	327917628	4.05e-53	215	116
NChap1_final_00004392	Y1	98.333	420	6	1	2	420	2139	156876033	156876452	343398141	0.0	736	398
NChap1_final_00004392	A4	90.909	176	16	0	863	1038	2139	162695330	162695155	174131248	1.17e-59	237	128
NChap1_final_00004392	A1	94.118	34	2	0	1056	1089	2139	37265937	37265970	467141259	4.54e-04	52.8	28
NChap1_final_00004393	Y1	98.267	750	13	0	774	1523	3493	156932738	156933487	343398141	0.0	1314	711
NChap1_final_00004414	Y1	97.386	306	4	2	232	537	774	216205007	216204706	343398141	1.32e-144	518	280
NChap1_final_00004456	Y1	96.441	562	10	3	1561	2120	2120	77894898	77895451	343398141	0.0	918	497
NChap1_final_00004461	Y1	92.466	584	22	12	1	577	1401	77790454	77789886	343398141	0.0	815	441
NChap1_final_00004461	Y2	93.846	520	19	5	892	1398	1401	1473935	1473416	347874410	0.0	771	417
NChap1_final_00004461	A2	96.809	94	3	0	1277	1370	1401	23068091	23068184	327917628	6.08e-36	158	85
NChap1_final_00004461	A1	92.000	50	3	1	846	895	1401	378150404	378150452	467141259	2.93e-09	69.4	37
NChap1_final_00004467	Y1	96.154	364	5	2	7	370	766	77586776	77587130	343398141	3.52e-165	586	317
NChap1_final_00004467	Y2	94.842	349	18	0	418	766	766	130228636	130228984	347874410	5.97e-153	545	295
NChap1_final_00004467	A1	96.667	120	4	0	248	367	766	439609547	439609666	467141259	5.36e-49	200	108
NChap1_final_00004476	Y1	95.942	690	9	2	504	1185	2456	77394313	77394991	343398141	0.0	1101	596
NChap1_final_00004536	Y1	97.994	997	14	2	1254	2247	2247	85752352	85751359	343398141	0.0	1725	934
NChap1_final_00004549	A4	97.695	347	8	0	1459	1805	1805	92124759	92125105	174131248	3.91e-168	597	323
NChap1_final_00004549	Y1	96.839	348	9	2	1459	1805	1805	148412931	148412585	343398141	3.94e-163	580	314
NChap1_final_00004549	Y2	95.965	347	13	1	1459	1805	1805	33850891	33850546	347874410	1.43e-157	562	304
NChap1_final_00004549	A2	95.690	348	13	2	1459	1805	1805	300764298	300764644	327917628	1.85e-156	558	302
NChap1_final_00004549	A1	89.412	340	31	5	1468	1804	1805	420789772	420789435	467141259	7.03e-116	424	229
